ID	Poskey	Day	Month	Year	Hours	Minutes	Latitude	Longitude	Area_surveyedkm2	Seastate	Gannets_in_transect	X	Y
10172	170012597	9	7	2003	16	5	56.67	-0.77	0.5	3	0	269023.296	6287005.645
10173	170012598	9	7	2003	16	10	56.67	-0.8	0.5	3	1	267186.3506	6287107.183
10174	170012599	9	7	2003	16	15	56.67	-0.83	0.5	3	2	265349.4306	6287209.527
10175	170012600	9	7	2003	16	20	56.67	-0.85	0.5	3	0	264124.8315	6287278.204
10176	170012601	9	7	2003	16	25	56.67	-0.88	0.5	3	0	262287.9542	6287381.891
10177	170012602	9	7	2003	16	30	56.67	-0.91	0.5	3	0	260451.1029	6287486.384
10178	170012603	9	7	2003	16	35	56.67	-0.93	0.5	3	13	259226.5499	6287556.494
10179	170012604	9	7	2003	16	40	56.67	-0.96	0.5	3	0	257389.7422	6287662.33
10180	170012605	9	7	2003	16	45	56.67	-0.99	0.5	3	0	255552.9611	6287768.972
10181	170012606	9	7	2003	16	50	56.67	-1.02	0.5	3	0	253716.2066	6287876.419
10182	170012607	9	7	2003	16	55	56.67	-1.04	0.5	3	4	252491.7185	6287948.499
10183	170012608	9	7	2003	17	0	56.67	-1.07	0.5	3	0	250655.0089	6288057.29
10184	170012609	9	7	2003	17	5	56.67	-1.1	0.5	3	0	248818.3265	6288166.887
10185	170012610	9	7	2003	17	10	56.67	-1.12	0.5	3	1	247593.8868	6288240.399
10186	170012611	9	7	2003	17	15	56.67	-1.15	0.5	3	0	245757.2502	6288351.339
10187	170012612	9	7	2003	17	20	56.67	-1.18	0.5	3	0	243920.6414	6288463.086
10188	170012613	9	7	2003	17	25	56.67	-1.21	0.5	3	0	242084.0606	6288575.638
10189	170012614	9	7	2003	17	30	56.67	-1.23	0.5	3	0	240859.689	6288651.121
10190	170012615	9	7	2003	17	35	56.67	-1.26	0.5	3	0	239023.1552	6288765.017
10191	170012616	9	7	2003	17	40	56.67	-1.29	0.49	4	1	237186.6499	6288879.718
10192	170012617	9	7	2003	17	45	56.67	-1.31	0.49	4	0	235962.329	6288956.634
10193	170012618	9	7	2003	17	50	56.67	-1.34	0.49	4	0	234125.8716	6289072.68
10194	170012619	9	7	2003	17	55	56.67	-1.37	0.49	4	17	232289.4433	6289189.532
10195	170012620	9	7	2003	18	0	56.67	-1.4	0.49	4	0	230453.0443	6289307.19
10196	170012621	9	7	2003	18	5	56.67	-1.42	0.49	4	0	229228.7946	6289386.076
10197	170012622	9	7	2003	18	10	56.67	-1.45	0.49	4	0	227392.4448	6289505.078
10198	170012623	9	7	2003	18	15	56.67	-1.48	0.49	4	3	225556.1247	6289624.886
10199	170012624	9	7	2003	18	20	56.67	-1.5	0.49	4	0	224331.928	6289705.206
10200	170012625	9	7	2003	18	25	56.67	-1.53	0.49	4	0	222495.658	6289826.358
10201	170012626	9	7	2003	18	30	56.67	-1.56	0.49	4	0	220659.4184	6289948.316
10202	170012627	9	7	2003	18	35	56.67	-1.58	0.49	4	0	219435.2756	6290030.07
10203	170012628	9	7	2003	18	40	56.67	-1.61	0.49	4	0	217599.087	6290153.372
10204	170012629	9	7	2003	18	45	56.67	-1.64	0.49	4	0	215762.9293	6290277.481
10205	170012630	10	7	2003	3	50	56.47	-2.08	0.36	2	3	187187.2901	6269963.386
10206	170012631	10	7	2003	3	55	56.46	-2.09	0.36	2	0	186489.6382	6268897.674
10207	170012632	10	7	2003	4	0	56.46	-2.11	0.36	2	1	185259.046	6268989.216
10208	170012633	10	7	2003	4	5	56.45	-2.12	0.36	3	1	184560.7652	6267923.802
10209	170012634	10	7	2003	4	10	56.44	-2.13	0.47	3	0	183862.173	6266858.492
10210	170012635	10	7	2003	4	15	56.42	-2.13	0.47	3	0	183695.9158	6264635.869
10211	170012636	10	7	2003	4	20	56.42	-2.12	0.49	3	8	184311.8522	6264589.846
10212	170012637	10	7	2003	4	25	56.42	-2.09	0.49	3	0	186159.6839	6264452.317
10213	170012638	10	7	2003	4	30	56.42	-2.07	0.49	3	0	187391.5905	6264361.081
10214	170012639	10	7	2003	4	35	56.42	-2.04	0.49	3	5	189239.4783	6264224.902
10215	170012640	10	7	2003	4	40	56.42	-2.01	0.49	3	0	191087.3994	6264089.533
10216	170012641	10	7	2003	4	45	56.42	-1.99	0.49	3	7	192319.3652	6263999.737
10217	170012642	10	7	2003	4	50	56.42	-1.96	0.49	3	1	194167.3415	6263865.718
10218	170012643	10	7	2003	4	55	56.42	-1.94	0.5	3	0	195399.3439	6263776.822
10219	170012644	10	7	2003	5	0	56.42	-1.91	0.5	3	0	197247.3747	6263644.152
10220	170012645	10	7	2003	5	5	56.42	-1.88	0.5	3	5	199095.438	6263512.293
10221	170012646	10	7	2003	5	10	56.42	-1.85	0.5	3	10	200943.5336	6263381.243
10222	170012647	10	7	2003	5	15	56.42	-1.83	0.5	3	2	202175.6152	6263294.326
10223	170012648	10	7	2003	5	20	56.42	-1.8	0.5	3	0	204023.7641	6263164.626
10224	170012649	10	7	2003	5	25	56.42	-1.77	0.5	3	0	205871.9447	6263035.735
10225	170012650	10	7	2003	5	30	56.42	-1.75	0.5	3	0	207104.0827	6262950.258
10226	170012651	10	7	2003	5	35	56.41	-1.72	0.45	3	0	208875.8575	6261711.137
10227	170012652	10	7	2003	5	40	56.41	-1.7	0.45	3	0	210108.3548	6261626.547
10228	170012653	10	7	2003	5	45	56.41	-1.67	0.5	3	1	211957.1266	6261500.337
10229	170012654	10	7	2003	5	50	56.41	-1.65	0.5	3	0	213189.6583	6261416.646
10230	170012655	10	7	2003	5	55	56.41	-1.62	0.5	3	0	215038.4815	6261291.785
10231	170012656	10	7	2003	6	0	56.42	-1.59	0.49	3	2	216961.6838	6262279.392
10232	170012657	10	7	2003	6	5	56.42	-1.57	0.49	3	0	218193.9452	6262197.153
10233	170012658	10	7	2003	6	10	56.42	-1.54	0.49	3	0	220042.3625	6262074.469
10234	170012659	10	7	2003	6	15	56.42	-1.51	0.49	3	0	221890.8097	6261952.594
10235	170012660	10	7	2003	6	20	56.42	-1.49	0.49	3	0	223123.1245	6261871.794
10236	170012661	10	7	2003	6	25	56.42	-1.46	0.49	3	0	224971.6212	6261751.269
10237	170012662	10	7	2003	6	30	56.42	-1.43	0.49	3	0	226820.1475	6261631.552
10238	170012663	10	7	2003	6	35	56.42	-1.41	0.49	3	1	228052.5146	6261552.191
10239	170012664	10	7	2003	6	40	56.42	-1.38	0.49	3	0	229901.0894	6261433.823
10240	170012665	10	7	2003	6	45	56.42	-1.36	0.49	3	0	231133.4888	6261355.361
10241	170012666	10	7	2003	6	50	56.42	-1.33	0.49	3	0	232982.1117	6261238.343
10242	170012667	10	7	2003	6	55	56.42	-1.3	0.49	3	0	234830.7632	6261122.133
10243	170012668	10	7	2003	7	0	56.42	-1.28	0.49	3	0	236063.2134	6261045.11
10244	170012669	10	7	2003	7	5	56.42	-1.25	0.49	3	0	237911.9121	6260930.249
10245	170012670	10	7	2003	7	10	56.42	-1.22	0.48	2	0	239760.6389	6260816.197
10246	170012671	10	7	2003	7	15	56.42	-1.2	0.48	2	0	240993.1389	6260740.612
10247	170012672	10	7	2003	7	20	56.42	-1.17	0.48	2	3	242841.9119	6260627.909
10248	170012673	10	7	2003	7	25	56.42	-1.14	0.48	2	0	244690.7125	6260516.015
10249	170012674	10	7	2003	7	30	56.42	-1.12	0.48	2	0	245923.2614	6260441.869
10250	170012675	10	7	2003	7	35	56.42	-1.09	0.48	2	0	247772.1074	6260331.323
10251	170012676	10	7	2003	7	40	56.42	-1.07	0.48	2	0	249004.6864	6260258.076
10252	170012677	10	7	2003	7	45	56.42	-1.04	0.48	2	0	250853.5772	6260148.878
10253	170012678	10	7	2003	7	50	56.42	-1.01	0.48	2	0	252702.4947	6260040.49
10254	170012679	10	7	2003	7	55	56.42	-0.99	0.48	2	0	253935.1211	6259968.681
10255	170012680	10	7	2003	8	0	56.42	-0.96	0.48	2	0	255784.0825	6259861.641
10256	170012681	10	7	2003	8	5	56.42	-0.93	0.48	2	7	257633.07	6259755.41
10257	170012682	10	7	2003	8	10	56.42	-0.91	0.48	2	0	258865.7428	6259685.039
10258	170012683	10	7	2003	8	15	56.42	-0.88	0.48	2	0	260714.7734	6259580.156
10259	170012684	10	7	2003	8	20	56.42	-0.86	0.48	2	0	261947.4747	6259510.683
10260	170012685	10	7	2003	8	25	56.42	-0.83	0.48	2	1	263796.5478	6259407.148
10261	170012686	10	7	2003	8	30	56.42	-0.8	0.48	2	0	265645.6462	6259304.422
10262	170012687	10	7	2003	8	35	56.42	-0.78	0.48	2	0	266878.3924	6259236.388
10263	170012688	10	7	2003	8	40	56.42	-0.75	0.48	2	0	268727.5324	6259135.01
10264	170012689	10	7	2003	8	45	56.42	-0.72	0.48	2	2	270576.6971	6259034.441
10265	170012690	10	7	2003	8	50	56.42	-0.7	0.48	2	0	271809.4872	6258967.844
10266	170012691	10	7	2003	8	55	56.42	-0.67	0.48	2	0	273658.6926	6258868.622
10267	170012692	10	7	2003	9	0	56.42	-0.65	0.48	2	0	274891.5097	6258802.924
10268	170012693	10	7	2003	9	5	56.42	-0.62	0.48	3	0	276740.7553	6258705.05
10269	170012694	10	7	2003	9	10	56.42	-0.59	0.48	3	0	278590.0248	6258607.986
10270	170012695	10	7	2003	9	15	56.42	-0.57	0.48	3	0	279822.8843	6258543.725
10271	170012696	10	7	2003	9	20	56.42	-0.54	0.48	3	1	281672.193	6258448.008
10272	170012697	10	7	2003	9	25	56.42	-0.52	0.48	3	1	282905.0785	6258384.646
10273	170012698	10	7	2003	9	30	56.42	-0.49	0.48	3	0	284754.426	6258290.276
10274	170012699	10	7	2003	9	35	56.42	-0.46	0.48	3	0	286603.7965	6258196.715
10275	170012700	10	7	2003	9	40	56.42	-0.44	0.48	3	0	287836.7228	6258134.79
10276	170012701	10	7	2003	9	45	56.42	-0.41	0.48	3	0	289686.1312	6258042.577
10277	170012702	10	7	2003	9	50	56.42	-0.39	0.48	3	2	290919.0825	6257981.55
10278	170012703	10	7	2003	9	55	56.42	-0.36	0.48	4	0	292768.5282	6257890.684
10279	170012704	10	7	2003	10	0	56.42	-0.33	0.48	4	0	294617.9959	6257800.627
10280	170012705	10	7	2003	10	5	56.42	-0.31	0.48	4	0	295850.9866	6257741.038
10281	170012706	10	7	2003	10	10	56.42	-0.28	0.48	4	0	297700.4908	6257652.328
10282	170012707	10	7	2003	10	15	56.42	-0.26	0.48	4	0	298933.5056	6257593.637
10283	170012708	10	7	2003	10	20	56.42	-0.23	0.48	4	0	300783.0457	6257506.274
10284	170012709	10	7	2003	10	25	56.42	-0.2	0.48	4	0	302632.607	6257419.72
10285	170012710	10	7	2003	10	30	56.42	-0.18	0.48	4	0	303865.6595	6257362.466
10286	170012711	10	7	2003	10	35	56.42	-0.15	0.48	4	0	305715.2558	6257277.259
10287	170012712	10	7	2003	10	40	56.42	-0.13	0.48	4	0	306948.3315	6257220.903
10288	170012713	10	7	2003	10	45	56.42	-0.1	0.49	4	0	308797.9622	6257137.044
10289	170012714	10	7	2003	10	50	56.42	-0.07	0.49	4	0	310647.6133	6257053.992
10290	170012715	10	7	2003	10	55	56.42	-0.05	0.49	4	2	311880.7253	6256999.073
10291	170012716	10	7	2003	11	0	56.42	-0.02	0.49	4	0	313730.4099	6256917.369
10292	170012717	10	7	2003	11	5	56.42	0.01	0.49	4	3	315580.1145	6256836.473
10293	170012718	10	7	2003	11	10	56.42	0.03	0.49	4	1	316813.2617	6256782.991
10294	170012719	10	7	2003	11	15	56.42	0.06	0.49	4	3	318662.9989	6256703.442
10295	170012720	10	7	2003	11	20	56.42	0.08	0.49	4	0	319896.1678	6256650.858
10296	170012721	10	7	2003	11	25	56.42	0.11	0.49	4	1	321745.937	6256572.656
10297	170012722	10	7	2003	11	30	56.42	0.14	0.49	4	0	323595.7253	6256495.262
10298	170012723	10	7	2003	11	35	56.42	0.16	0.49	4	0	324828.928	6256444.115
10299	170012724	10	7	2003	11	40	56.42	0.19	0.49	4	0	326678.7475	6256368.068
10300	170012725	10	7	2003	11	45	56.42	0.22	0.49	4	0	328528.5854	6256292.829
10301	170012726	10	7	2003	11	50	56.42	0.24	0.49	4	0	329761.8209	6256243.118
10302	170012727	10	7	2003	11	55	56.42	0.27	0.49	4	0	331611.6893	6256169.226
10303	170012728	10	7	2003	12	0	56.42	0.3	0.49	4	0	333461.5755	6256096.142
10304	170012729	10	7	2003	12	5	56.42	0.32	0.49	4	0	334694.8429	6256047.868
10305	170012730	10	7	2003	12	10	56.42	0.35	0.49	4	0	336544.7586	6255976.131
10306	170012731	10	7	2003	12	15	56.42	0.38	0.29	4	2	338394.6918	6255905.202
10307	170012732	10	7	2003	13	25	56.42	0.33	0.48	3	0	335311.4795	6256023.866
10308	170012733	10	7	2003	13	30	56.42	0.36	0.48	3	0	337161.4011	6255952.398
10309	170012734	10	7	2003	13	35	56.42	0.38	0.48	3	0	338394.6918	6255905.202
10310	170012735	10	7	2003	13	40	56.42	0.41	0.48	3	0	340244.6422	6255835.081
10311	170012736	10	7	2003	13	45	56.42	0.43	0.48	3	0	341477.9519	6255788.782
10312	170012737	10	7	2003	13	50	56.42	0.46	0.48	3	0	343327.9305	6255720.007
10313	170012738	10	7	2003	13	55	56.42	0.48	0.48	3	0	344561.2589	6255674.607
10314	170012739	10	7	2003	14	0	56.42	0.51	0.48	3	0	346411.2652	6255607.179
10315	170012740	10	7	2003	14	5	56.42	0.54	0.48	3	0	348261.2879	6255540.558
10316	170012741	10	7	2003	14	10	56.42	0.56	0.48	3	1	349494.6453	6255496.594
10317	170012742	10	7	2003	14	15	56.42	0.59	0.48	3	0	351344.6948	6255431.32
10318	170012743	10	7	2003	14	20	56.42	0.61	0.48	3	0	352578.0699	6255388.254
10319	170012744	10	7	2003	14	25	56.42	0.64	0.48	3	0	354428.1457	6255324.327
10320	170012745	10	7	2003	14	30	56.42	0.66	0.48	3	0	355661.5382	6255282.157
10321	170012746	10	7	2003	14	35	56.42	0.69	0.48	3	0	357511.6397	6255219.577
10322	170012747	10	7	2003	14	40	56.42	0.72	0.48	3	0	359361.7564	6255157.804
10323	170012748	10	7	2003	14	45	56.42	0.74	0.48	3	0	360595.1758	6255117.071
10324	170012749	10	7	2003	14	50	56.42	0.77	0.48	3	1	362445.3173	6255056.645
10325	170012750	10	7	2003	14	55	56.42	0.79	0.48	3	0	363678.7532	6255016.809
10326	170012751	10	7	2003	15	0	56.42	0.82	0.48	3	0	365528.919	6254957.729
10327	170012752	10	7	2003	15	5	56.42	0.85	0.48	3	0	367379.0991	6254899.457
10328	170012753	10	7	2003	15	10	56.42	0.87	0.48	3	0	368612.5604	6254861.058
10329	170012754	10	7	2003	15	15	56.42	0.9	0.48	3	0	370462.7639	6254804.132
10330	170012755	10	7	2003	15	20	56.42	0.92	0.48	4	0	371696.2406	6254766.63
10331	170012756	10	7	2003	15	25	56.42	0.95	0.48	4	0	373546.467	6254711.051
10332	170012757	10	7	2003	15	30	56.42	0.97	0.48	4	0	374779.9588	6254674.446
10333	170012758	10	7	2003	15	35	56.42	1	0.48	4	0	376630.2075	6254620.213
10334	170012759	10	7	2003	15	40	56.42	1.03	0.48	4	0	378480.4694	6254566.787
10335	170012760	10	7	2003	15	45	56.42	1.05	0.48	4	0	379713.9845	6254531.619
10336	170012761	10	7	2003	15	50	56.42	1.08	0.48	4	0	381564.2678	6254479.539
10337	170012762	10	7	2003	15	55	56.42	1.1	0.48	4	1	382797.797	6254445.269
10338	170012763	10	7	2003	16	0	56.42	1.13	0.48	4	0	384648.1012	6254394.535
10339	170012764	10	7	2003	16	5	56.42	1.16	0.48	4	0	386498.4177	6254344.61
10340	170012765	10	7	2003	16	10	56.42	1.18	0.48	4	0	387731.9687	6254311.774
10341	170012766	10	7	2003	16	15	56.42	1.21	0.48	4	0	389582.3052	6254263.195
10342	170012767	10	7	2003	16	20	56.42	1.23	0.48	4	0	390815.8694	6254231.257
10343	170012768	10	7	2003	16	25	56.42	1.26	0.48	4	1	392666.2253	6254184.024
10344	170012769	10	7	2003	16	30	56.42	1.28	0.48	4	1	393899.8023	6254152.983
10345	170012770	10	7	2003	16	35	56.42	1.31	0.48	4	0	395750.1772	6254107.096
10346	170012771	10	7	2003	16	40	56.42	1.34	0.48	4	0	397600.5631	6254062.016
10347	170012772	10	7	2003	16	45	56.42	1.36	0.48	4	0	398834.1598	6254032.411
10348	170012773	10	7	2003	16	50	56.42	1.39	0.48	4	0	400684.5638	6253988.677
10349	170012774	10	7	2003	16	55	56.42	1.41	0.48	4	0	401918.1724	6253959.97
10350	170012775	10	7	2003	17	0	56.42	1.44	0.48	4	0	403768.5939	6253917.582
10351	170012776	10	7	2003	17	5	56.42	1.47	0.48	4	0	405619.0256	6253876.002
10352	170012777	10	7	2003	17	10	56.42	1.49	0.48	4	0	406852.6523	6253848.73
10353	170012778	10	7	2003	17	15	56.42	1.52	0.48	4	0	408703.1007	6253808.495
10354	170012779	10	7	2003	17	20	56.42	1.54	0.48	4	0	409936.7383	6253782.121
10355	170012780	10	7	2003	17	25	56.42	1.57	0.48	4	0	411787.2027	6253743.232
10356	170012781	10	7	2003	17	30	56.42	1.6	0.48	4	0	413637.6765	6253705.151
10357	170012782	10	7	2003	17	35	56.42	1.62	0.48	4	0	414871.3308	6253680.212
10358	170012783	10	7	2003	17	40	56.42	1.65	0.48	4	0	416721.8198	6253643.477
10359	170012784	10	7	2003	17	45	56.42	1.67	0.48	4	0	417955.4841	6253619.435
10360	170012785	10	7	2003	17	50	56.42	1.7	0.48	4	0	419805.9877	6253584.046
10361	170012786	10	7	2003	17	55	56.42	1.73	0.48	4	1	421656.4999	6253549.464
10362	170012809	11	7	2003	5	50	56.17	1.98	0.5	5	0	436665.6267	6225468.713
10363	170012810	11	7	2003	5	55	56.17	1.95	0.5	5	0	434802.9291	6225496.667
10364	170012811	11	7	2003	6	0	56.17	1.92	0.5	5	0	432940.2382	6225525.432
10365	170012812	11	7	2003	6	5	56.17	1.9	0.5	5	0	431698.4481	6225545.058
10366	170012813	11	7	2003	6	10	56.17	1.87	0.5	5	0	429835.769	6225575.174
10367	170012814	11	7	2003	6	15	56.17	1.84	0.5	5	0	427973.0972	6225606.099
10368	170012815	11	7	2003	6	20	56.17	1.82	0.5	5	1	426731.3201	6225627.167
10369	170012816	11	7	2003	6	25	56.17	1.79	0.5	5	0	424868.6608	6225659.443
10370	170012817	11	7	2003	6	30	56.17	1.76	0.5	5	0	423006.0094	6225692.529
10371	170012818	11	7	2003	6	35	56.17	1.73	0.5	5	0	421143.366	6225726.426
10372	170012819	11	7	2003	6	40	56.17	1.71	0.5	5	0	419901.6083	6225749.474
10373	170012820	11	7	2003	6	45	56.17	1.68	0.5	5	0	418038.9787	6225784.722
10374	170012821	11	7	2003	6	50	56.17	1.65	0.5	5	0	416176.3576	6225820.78
10375	170012822	11	7	2003	6	55	56.17	1.63	0.5	5	0	414934.6151	6225845.269
10376	170012823	11	7	2003	7	0	56.17	1.6	0.5	5	8	413072.0087	6225882.678
10377	170012824	11	7	2003	7	5	56.17	1.57	0.5	5	0	411209.4113	6225920.897
10378	170012825	11	7	2003	8	0	56.16	1.59	0.48	5	0	412428.3885	6224782.453
10379	170012826	11	7	2003	8	5	56.16	1.57	0.48	5	0	411186.3351	6224808.026
10380	170012827	11	7	2003	8	10	56.16	1.54	0.48	5	0	409323.2628	6224847.061
10381	170012828	11	7	2003	8	15	56.16	1.52	0.48	5	0	408081.2198	6224873.535
10382	170012829	11	7	2003	8	20	56.16	1.49	0.48	5	0	406218.1633	6224913.921
10383	170012830	11	7	2003	8	25	56.16	1.46	0.48	5	0	404355.1165	6224955.118
10384	170012831	11	7	2003	8	30	56.16	1.44	0.48	5	0	403113.0909	6224983.033
10385	170012832	11	7	2003	8	35	56.16	1.41	0.48	5	0	401250.0608	6225025.581
10386	170012833	11	7	2003	8	40	56.16	1.39	0.48	5	0	400008.0465	6225054.396
10387	170012834	11	7	2003	8	45	56.16	1.36	0.48	5	0	398145.0337	6225098.295
10388	170012835	11	7	2003	8	50	56.16	1.34	0.48	5	0	396903.031	6225128.011
10389	170012836	11	7	2003	8	55	56.16	1.31	0.48	5	0	395040.0359	6225173.261
10390	170012837	11	7	2003	9	0	56.16	1.28	0.48	5	0	393177.0518	6225219.322
10391	170012838	11	7	2003	9	5	56.16	1.26	0.48	5	0	391935.0686	6225250.479
10392	170012839	11	7	2003	9	10	56.16	1.23	0.48	5	0	390072.1031	6225297.891
10393	170012840	11	7	2003	9	15	56.16	1.21	0.48	5	1	388830.1324	6225329.949
10394	170012841	11	7	2003	9	20	56.16	1.18	0.48	5	0	386967.1861	6225378.712
10395	170012842	11	7	2003	9	25	56.16	1.16	0.48	5	0	385725.2284	6225411.671
10396	170012843	11	7	2003	9	30	56.16	1.13	0.48	5	0	383862.3018	6225461.785
10397	170012844	11	7	2003	9	35	56.16	1.1	0.48	5	0	381999.3873	6225512.709
10398	170012845	11	7	2003	9	40	56.16	1.08	0.48	5	0	380757.4511	6225547.11
10399	170012846	11	7	2003	9	45	56.16	1.05	0.48	5	0	378894.5572	6225599.385
10400	170012847	11	7	2003	9	50	56.16	1.03	0.48	5	0	377652.6349	6225634.686
10401	170012848	11	7	2003	9	55	56.16	1	0.48	5	0	375789.7621	6225688.314
10402	170012849	11	7	2003	10	0	56.16	0.98	0.47	5	0	374547.854	6225724.516
10403	170012850	11	7	2003	10	5	56.16	0.95	0.47	5	0	372685.0029	6225779.494
10404	170012851	11	7	2003	10	10	56.16	0.93	0.47	5	1	371443.1095	6225816.597
10405	170012852	11	7	2003	10	15	56.16	0.9	0.47	5	0	369580.2805	6225872.927
10406	170012853	11	7	2003	10	20	56.16	0.88	0.47	5	1	368338.4021	6225910.93
10407	170012854	11	7	2003	10	25	56.16	0.85	0.47	5	0	366475.5959	6225968.611
10408	170012855	11	7	2003	10	30	56.16	0.83	0.47	5	0	365233.7328	6226007.516
10409	170012856	11	7	2003	10	35	56.16	0.8	0.47	5	0	363370.9499	6226066.549
10410	170012857	11	7	2003	10	40	56.16	0.78	0.47	5	0	362129.1025	6226106.354
10411	170012858	11	7	2003	10	45	56.16	0.75	0.47	5	0	360266.3434	6226166.738
10412	170012859	11	7	2003	10	50	56.16	0.72	0.47	5	0	358403.5988	6226227.933
10413	170012860	11	7	2003	10	55	56.16	0.7	0.47	5	0	357161.7773	6226269.18
10414	170012861	11	7	2003	11	0	56.16	0.67	0.47	5	0	355299.0575	6226331.727
10415	170012862	11	7	2003	11	5	56.16	0.65	0.47	5	0	354057.2526	6226373.875
10416	170012863	11	7	2003	11	10	56.16	0.62	0.47	5	0	352194.558	6226437.773
10417	170012864	11	7	2003	11	15	56.16	0.6	0.47	5	0	350952.7701	6226480.822
10418	170012865	11	7	2003	11	20	56.16	0.57	0.47	5	0	349090.1012	6226546.072
10419	170012866	11	7	2003	11	25	56.16	0.55	0.47	5	0	347848.3307	6226590.022
10420	170012867	11	7	2003	11	30	56.16	0.52	0.47	5	0	345985.6882	6226656.623
10421	170012868	11	7	2003	11	35	56.16	0.5	0.47	5	1	344743.9354	6226701.474
10422	170012869	11	7	2003	11	40	56.16	0.47	0.47	5	0	342881.3197	6226769.427
10423	170012870	11	7	2003	11	45	56.16	0.45	0.47	5	0	341639.585	6226815.18
10424	170012871	11	7	2003	11	50	56.16	0.42	0.47	5	0	339776.9967	6226884.485
10425	170012872	11	7	2003	11	55	56.16	0.4	0.47	5	2	338535.2805	6226931.138
10426	170012873	11	7	2003	12	0	56.16	0.37	0.47	5	0	336672.7202	6227001.795
10427	170012874	11	7	2003	12	5	56.16	0.35	0.47	5	0	335431.0227	6227049.349
10428	170012875	11	7	2003	12	10	56.16	0.32	0.47	5	0	333568.4908	6227121.358
10429	170012876	11	7	2003	12	15	56.16	0.3	0.47	5	0	332326.8126	6227169.814
10430	170012877	11	7	2003	12	20	56.16	0.27	0.47	5	0	330464.3097	6227243.174
10431	170012878	11	7	2003	12	25	56.17	0.25	0.47	5	2	329267.039	6228405.047
10432	170012879	11	7	2003	12	30	56.17	0.22	0.47	5	1	327405.0503	6228479.748
10433	170012880	11	7	2003	12	35	56.17	0.2	0.47	5	0	326163.7345	6228530
10434	170012881	11	7	2003	12	40	56.17	0.17	0.47	5	0	324301.7759	6228606.053
10435	170012882	11	7	2003	12	45	56.17	0.15	0.47	5	0	323060.4804	6228657.206
10436	170012883	11	7	2003	12	50	56.17	0.12	0.47	5	1	321198.5525	6228734.61
10437	170012884	11	7	2003	12	55	56.17	0.09	0.47	5	0	319336.6432	6228812.826
10438	170012885	11	7	2003	13	0	56.17	0.07	0.47	5	1	318095.3809	6228865.421
10439	170012886	11	7	2003	13	5	56.17	0.04	0.47	5	0	316233.5032	6228944.989
10440	170012887	11	7	2003	13	10	56.17	0.02	0.47	5	0	314992.262	6228998.485
10441	170012888	11	7	2003	13	15	56.17	-0.01	0.47	5	1	313130.4164	6229079.405
10442	170012889	11	7	2003	13	20	56.17	-0.03	0.47	5	1	311889.1968	6229133.802
10443	170012890	11	7	2003	13	25	56.17	-0.06	0.48	5	0	310027.3838	6229216.074
10444	170012891	11	7	2003	13	30	56.17	-0.08	0.48	5	0	308786.1862	6229271.372
10445	170012892	11	7	2003	13	35	56.16	-0.11	0.48	5	1	306874.2029	6228242.616
10446	170012893	14	7	2003	4	10	55.92	-1.83	0.48	4	0	198274.6308	6207719.511
10447	170012894	14	7	2003	4	15	55.92	-1.81	0.48	4	1	199522.9124	6207632.329
10448	170012895	14	7	2003	4	20	55.92	-1.78	0.48	4	1	201395.3606	6207502.235
10449	170012896	14	7	2003	4	25	55.92	-1.75	0.48	4	2	203267.8394	6207372.956
10450	170012897	14	7	2003	4	30	55.92	-1.73	0.48	4	0	204516.1756	6207287.223
10451	170012898	14	7	2003	4	35	55.92	-1.7	0.48	4	0	206388.7051	6207159.304
10452	170012899	14	7	2003	4	40	55.92	-1.68	0.48	4	1	207637.0749	6207074.478
10453	170012900	14	7	2003	4	45	55.92	-1.65	0.48	4	2	209509.6546	6206947.917
10454	170012901	14	7	2003	4	50	55.92	-1.63	0.48	4	0	210758.0577	6206863.997
10455	170012902	14	7	2003	4	55	55.92	-1.6	0.48	4	12	212630.687	6206738.796
10456	170012903	14	7	2003	5	0	55.92	-1.58	0.48	4	1	213879.123	6206655.782
10457	170012904	14	7	2003	5	5	55.92	-1.55	0.48	4	0	215751.8014	6206531.94
10458	170012905	14	7	2003	5	10	55.92	-1.52	0.48	4	0	217624.509	6206408.913
10459	170012906	14	7	2003	5	15	55.92	-1.5	0.48	4	0	218872.9969	6206327.348
10460	170012907	14	7	2003	5	20	55.92	-1.47	0.48	4	0	220745.7527	6206205.68
10461	170012908	14	7	2003	5	25	55.92	-1.45	0.48	4	2	221994.2726	6206125.021
10462	170012909	14	7	2003	5	30	55.92	-1.42	0.48	4	4	223867.0761	6206004.712
10463	170012910	14	7	2003	5	35	55.92	-1.4	0.48	4	0	225115.6275	6205924.959
10464	170012911	14	7	2003	5	40	55.92	-1.37	0.48	4	1	226988.4781	6205806.009
10465	170012912	14	7	2003	5	45	55.92	-1.34	0.48	4	1	228861.3568	6205687.874
10466	170012913	14	7	2003	5	50	55.92	-1.32	0.48	4	0	230109.958	6205609.57
10467	170012914	14	7	2003	5	55	55.92	-1.29	0.48	4	1	231982.883	6205492.794
10468	170012915	14	7	2003	6	0	55.92	-1.27	0.48	4	1	233231.5149	6205415.395
10469	170012916	14	7	2003	6	5	55.92	-1.24	0.48	4	0	235104.4855	6205299.977
10470	170012917	14	7	2003	6	10	55.92	-1.22	0.48	4	3	236353.1477	6205223.485
10471	170012918	14	7	2003	6	15	55.92	-1.19	0.48	4	0	238226.1635	6205109.425
